number_project,average_montly_hours,time_spend_company,Work_accident,left,promotion_last_5years,satisfaction_level,last_evaluation,department_RandD,department_accounting,department_hr,department_management,department_marketing,department_product_mng,department_sales,department_support,department_technical,salary_low,salary_medium
3,137,3,0,0,0,0.38,0.44,0,0,0,0,0,0,1,0,0,0,1
6,106,5,0,0,0,0.51,0.41,0,0,0,0,0,0,1,0,0,0,1
2,272,2,0,0,0,0.91,0.61,0,0,0,0,0,0,1,0,0,1,0
5,238,3,0,0,0,0.56,0.62,0,0,0,0,0,0,1,0,0,1,0
4,223,4,0,0,0,0.58,0.69,0,0,0,0,0,0,1,0,0,1,0
3,201,2,0,0,0,0.51,0.53,0,0,0,0,0,0,1,0,0,1,0
6,97,4,0,0,0,0.91,0.55,0,0,0,0,0,0,1,0,0,1,0
2,232,6,1,0,0,0.8,0.98,0,0,0,0,0,0,1,0,0,1,0
4,199,3,0,0,0,0.55,0.83,0,0,0,0,0,0,1,0,0,1,0
3,141,3,0,0,0,0.62,0.53,0,0,0,0,0,0,1,0,0,1,0
3,171,2,0,0,0,0.62,0.6,0,0,0,0,0,0,1,0,0,1,0
4,212,3,0,0,0,0.87,0.58,0,0,0,0,0,0,1,0,0,1,0
5,270,2,0,0,0,0.65,0.5,0,0,0,0,0,0,1,0,0,1,0
3,267,2,0,0,0,0.51,0.64,0,0,0,0,0,0,1,0,0,1,0
3,134,2,1,0,0,0.98,0.77,0,0,0,0,0,0,1,0,0,1,0
4,165,5,0,0,0,0.13,0.43,0,0,0,0,0,0,1,0,0,1,0
5,168,4,1,0,0,0.78,0.76,0,0,0,0,0,0,1,0,0,1,0
3,262,2,0,0,0,0.6,0.98,0,1,0,0,0,0,0,0,0,1,0
3,185,2,0,0,0,0.68,0.69,0,1,0,0,0,0,0,0,0,1,0
3,237,3,0,0,0,0.55,0.84,0,1,0,0,0,0,0,0,0,1,0
4,192,3,0,0,0,0.99,0.79,0,0,1,0,0,0,0,0,0,1,0
5,236,2,0,0,0,0.92,0.68,0,0,1,0,0,0,0,0,0,1,0
4,202,4,1,0,0,1.0,0.65,0,0,1,0,0,0,0,0,0,1,0
4,171,2,0,0,0,0.77,0.93,0,0,1,0,0,0,0,0,0,0,1
5,160,3,0,0,0,0.86,0.7,0,0,0,0,0,0,0,0,1,0,1
2,252,3,0,0,0,0.89,0.84,0,0,0,0,0,0,0,0,1,0,1
5,206,3,0,0,0,0.58,0.55,0,0,0,0,0,0,0,0,1,0,1
3,212,2,0,0,0,0.56,0.66,0,0,0,0,0,0,0,0,1,0,1
3,111,3,0,0,0,0.38,0.64,0,0,0,0,0,0,0,0,1,0,1
3,240,2,0,0,0,0.62,0.64,0,0,0,0,0,0,0,0,1,0,1
2,171,2,0,0,0,0.66,0.77,0,0,0,0,0,0,0,0,1,0,1
3,129,2,0,0,0,0.3,0.44,0,0,0,0,0,0,0,0,1,0,1
3,271,2,0,0,0,0.82,0.83,0,0,0,0,0,0,0,0,1,0,1
4,162,2,0,0,0,0.96,0.68,0,0,0,0,0,0,0,0,1,0,1
3,191,3,0,0,0,0.66,0.95,0,0,0,0,0,0,0,0,1,0,1
5,176,3,0,0,0,0.79,0.5,0,0,0,0,0,0,0,1,0,0,0
3,182,2,1,0,0,0.97,0.77,0,0,0,0,0,0,0,1,0,1,0
3,226,3,0,0,0,0.59,0.65,0,0,0,0,0,0,0,1,0,0,1
4,161,3,0,0,0,0.57,0.48,0,0,0,0,0,0,0,1,0,0,1
4,163,3,0,0,0,0.64,0.53,0,0,0,0,0,0,0,1,0,0,1
5,173,4,0,0,0,0.14,0.51,0,0,0,0,0,0,0,1,0,0,1
3,228,2,0,0,0,0.48,0.55,0,0,0,0,0,0,0,1,0,1,0
3,139,3,0,0,0,0.78,1.0,0,0,0,0,0,0,0,1,0,1,0
5,128,5,0,0,0,0.96,0.62,0,0,0,0,0,0,0,1,0,1,0
3,115,2,1,0,0,0.6128299492385787,0.97,0,0,0,0,0,0,0,1,0,1,0
5,191,4,0,0,0,0.94,0.9,0,0,0,0,0,0,0,1,0,1,0
4,183,3,0,0,0,0.95,0.66,0,0,0,0,0,0,0,0,1,1,0
3,173,3,0,0,0,0.59,0.43,0,0,0,0,0,0,0,0,1,1,0
4,174,2,0,0,0,0.69,0.89,0,0,0,0,0,0,0,0,1,1,0
3,213,3,0,0,0,0.74,0.72,0,0,0,1,0,0,0,0,0,1,0
4,192,4,0,0,0,0.67,0.67,0,0,0,0,0,0,0,0,0,1,0
3,167,2,1,0,0,0.83,0.52,0,0,0,0,0,0,0,0,0,1,0
3,263,3,1,0,0,0.81,0.85,0,0,0,0,0,0,0,0,0,1,0
2,100,3,0,0,0,0.54,0.73,0,0,0,0,0,0,0,0,0,1,0
3,164,3,0,0,0,0.89,0.83,0,0,0,0,0,0,0,0,0,1,0
5,172,2,0,0,0,0.79,0.74,0,0,0,0,0,1,0,0,0,1,0
4,171,3,0,0,0,0.46,0.58,0,0,0,0,0,1,0,0,0,1,0
4,236,3,0,0,0,0.99,0.93,0,0,0,0,0,1,0,0,0,1,0
5,186,4,0,0,0,0.75,0.9,0,0,0,0,0,1,0,0,0,1,0
4,175,3,0,0,0,0.93,0.82,0,0,0,0,0,0,0,0,0,1,0
5,227,3,0,0,0,0.65,0.6,1,0,0,0,0,0,0,0,0,1,0
4,142,6,0,0,0,0.19,0.63,1,0,0,0,0,0,0,0,0,1,0
2,121,2,0,0,0,0.48,0.61,1,0,0,0,0,0,0,0,0,0,1
5,234,3,0,0,0,0.95,0.64,1,0,0,0,0,0,0,0,0,0,1
4,185,3,0,0,0,0.92,0.77,1,0,0,0,0,0,0,0,0,0,1
4,160,3,0,0,0,0.84,0.54,0,0,0,0,1,0,0,0,0,0,1
4,153,3,1,0,0,0.37,0.63,0,0,0,0,0,0,1,0,0,0,1
3,199,6,0,0,0,0.22,0.74,0,1,0,0,0,0,0,0,0,0,1
3,166,2,0,0,0,0.64,0.54,0,0,0,0,0,0,0,1,0,0,1
2,247,3,0,0,0,0.72,0.88,0,0,0,0,0,0,0,0,1,0,1
4,245,3,0,0,0,0.48,0.69,0,0,0,1,0,0,0,0,0,0,1
5,242,4,0,0,0,0.12,0.55,0,0,0,0,1,0,0,0,0,0,1
5,158,2,0,0,0,0.78,0.98,0,0,0,0,1,0,0,0,0,0,1
3,163,3,1,0,0,0.71,0.74,0,0,0,0,1,0,0,0,0,0,1
3,99,3,1,0,0,0.38,0.69,0,0,0,0,0,0,1,0,0,0,0
4,164,3,0,0,0,0.57,0.85,0,0,0,0,0,0,1,0,0,1,0
3,160,3,0,0,0,0.72,0.51,0,0,0,0,0,0,1,0,0,0,1
2,184,3,0,0,0,0.6,0.57,0,0,0,0,0,0,1,0,0,0,1
5,266,2,0,0,0,0.61,0.55,0,0,0,0,0,0,1,0,0,0,1
4,190,2,0,0,0,0.67,0.64,0,0,0,0,0,0,1,0,0,0,1
5,192,2,0,0,0,0.97,0.97,0,0,0,0,0,0,1,0,0,1,0
3,205,6,1,0,0,0.22,0.6,0,0,0,0,0,0,1,0,0,1,0
4,205,5,1,0,0,0.15,0.53,0,0,0,0,0,0,1,0,0,1,0
3,258,3,0,0,0,0.6,0.6,0,0,0,0,0,0,1,0,0,1,0
5,151,2,1,0,0,0.15,0.8,0,0,0,0,0,0,1,0,0,1,0
3,148,2,0,0,0,0.5,0.81,0,0,0,0,0,0,1,0,0,1,0
3,179,2,0,0,0,0.9,0.67,0,0,0,0,0,0,1,0,0,1,0
6,141,2,1,0,0,0.84,0.51,0,0,0,0,0,0,1,0,0,1,0
5,216,2,0,0,0,0.74,0.78,0,0,0,0,0,0,1,0,0,1,0
3,235,2,0,0,0,0.72,0.51,0,0,0,0,0,0,1,0,0,1,0
3,160,4,1,0,0,0.93,0.63,0,0,0,0,0,0,1,0,0,1,0
3,141,4,0,0,0,0.54,0.69,0,0,0,0,0,0,1,0,0,1,0
4,246,2,1,0,0,0.87,0.65,0,0,0,0,0,0,1,0,0,1,0
5,226,4,1,0,0,0.19,0.98,0,1,0,0,0,0,0,0,0,1,0
4,212,2,1,0,0,0.33,0.4,0,1,0,0,0,0,0,0,0,1,0
4,220,3,0,0,0,0.94,0.93,0,1,0,0,0,0,0,0,0,1,0
4,266,2,0,0,0,0.77,0.49,0,0,1,0,0,0,0,0,0,1,0
3,183,2,0,0,0,0.48,0.82,0,0,1,0,0,0,0,0,0,1,0
5,263,3,1,0,0,0.7,0.74,0,0,1,0,0,0,0,0,0,1,0
4,161,4,1,0,0,0.54,0.93,0,0,1,0,0,0,0,0,0,1,0
4,199,2,0,0,0,0.61,0.98,0,0,0,0,0,0,0,0,1,1,0
4,258,4,1,0,0,0.97,0.4,0,0,0,0,0,0,0,0,1,0,1
3,209,2,1,0,0,0.6,0.85,0,0,0,0,0,0,0,0,1,0,1
5,135,3,0,0,0,0.93,0.84,0,0,0,0,0,0,0,0,1,0,1
4,222,2,0,0,0,0.48,0.69,0,0,0,0,0,0,0,0,1,0,1
5,192,3,0,0,0,0.16,0.76,0,0,0,0,0,0,0,0,1,0,1
3,250,3,0,0,0,0.18,0.75,0,0,0,0,0,0,0,0,1,0,1
3,187,3,1,0,0,0.84,0.75,0,0,0,0,0,0,0,0,1,0,1
4,217,3,0,0,0,0.69,0.63,0,0,0,0,0,0,0,0,1,0,1
4,213,3,1,0,0,0.22,0.88,0,0,0,0,0,0,0,0,1,0,1
4,273,3,0,0,0,0.83,0.52,0,0,0,0,0,0,0,0,1,0,1
2,132,3,0,0,0,0.58,0.5,0,0,0,0,0,0,0,1,0,0,1
4,140,3,1,0,0,0.61,0.62,0,0,0,0,0,0,0,1,0,0,1
4,173,2,1,0,0,0.67,0.5,0,0,0,0,0,0,0,1,0,0,0
4,189,2,0,0,0,0.56,0.76,0,0,0,0,0,0,0,1,0,1,0
3,156,3,0,0,0,0.74,0.74,0,0,0,0,0,0,0,1,0,0,1
4,238,5,1,0,0,0.92,0.97,0,0,0,0,0,0,0,1,0,0,1
5,230,2,0,0,0,0.81,0.68,0,0,0,0,0,0,0,1,0,0,1
4,242,2,1,0,0,0.48,0.49,0,0,0,0,0,0,0,1,0,0,1
4,197,3,0,0,0,0.73,0.72,0,0,0,0,0,0,0,1,0,1,0
6,164,5,0,0,0,0.97,0.66,0,0,0,0,0,0,0,1,0,1,0
6,248,5,0,0,0,0.15,0.51,0,0,0,0,0,0,0,1,0,1,0
5,255,6,0,0,0,0.69,0.76,0,0,0,0,0,0,0,0,1,1,0
5,225,4,0,0,0,0.61,0.68,0,0,0,0,0,0,0,0,1,1,0
3,151,2,0,0,0,0.86,0.58,0,0,0,0,0,0,0,0,1,1,0
4,252,3,0,0,0,0.55,0.88,0,0,0,1,0,0,0,0,0,1,0
4,206,4,1,0,0,0.9,0.74,0,0,0,0,0,0,0,0,0,1,0
2,141,2,0,0,0,0.65,0.4,0,0,0,0,0,0,0,0,0,1,0
5,259,3,0,0,0,0.81,0.92,0,0,0,0,0,0,0,0,0,1,0
5,250,3,0,0,0,0.65,0.86,0,0,0,0,0,0,0,0,0,1,0
4,169,6,0,0,0,0.47,0.86,0,0,0,0,0,0,0,0,0,1,0
3,200,3,1,0,0,0.93,0.53,0,0,0,0,0,1,0,0,0,1,0
4,104,5,0,0,0,0.77,0.9,0,0,0,0,0,1,0,0,0,1,0
6,176,3,0,0,0,0.87,0.82,0,0,0,0,0,1,0,0,0,1,0
5,137,2,0,0,0,0.87,0.84,0,0,0,0,0,1,0,0,0,1,0
2,151,3,0,0,0,0.65,0.75,0,0,0,0,0,0,0,0,0,1,0
6,130,6,1,0,0,0.21,0.7,1,0,0,0,0,0,0,0,0,1,0
4,199,2,0,0,0,0.75,0.59,1,0,0,0,0,0,0,0,0,1,0
4,191,2,0,0,0,0.72,0.86,1,0,0,0,0,0,0,0,0,1,0
3,273,3,1,0,0,0.88,0.63,1,0,0,0,0,0,0,0,0,1,0
3,205,3,0,0,0,0.66,0.58,1,0,0,0,0,0,0,0,0,0,1
3,181,3,0,0,0,0.8,0.75,0,0,0,0,1,0,0,0,0,0,1
4,261,3,1,0,0,0.22,0.55,0,0,0,0,0,0,1,0,0,0,1
3,192,3,0,0,0,0.92,0.69,0,1,0,0,0,0,0,0,0,0,1
4,271,3,0,0,0,0.54,0.77,0,0,0,0,0,0,0,1,0,0,1
4,158,3,0,0,0,0.91,0.56,0,0,0,0,0,0,0,0,1,0,1
4,231,2,0,0,0,0.77,0.83,0,0,0,1,0,0,0,0,0,0,1
3,156,3,1,0,0,0.61,0.51,0,0,0,0,1,0,0,0,0,0,1
4,201,4,0,0,0,0.48,0.9,0,0,0,0,1,0,0,0,0,0,1
3,187,4,0,0,0,0.25,0.69,0,0,0,0,1,0,0,0,0,0,1
3,132,4,0,0,0,0.91,0.7,0,0,0,0,0,0,1,0,0,0,1
5,147,3,1,0,0,0.72,0.58,0,0,0,0,0,0,1,0,0,0,1
4,223,3,0,0,0,0.77,0.71,0,0,0,0,0,0,1,0,0,0,0
2,194,2,0,0,0,0.41,0.4,0,0,0,0,0,0,1,0,0,1,0
4,234,2,0,0,0,0.51,0.49,0,0,0,0,0,0,1,0,0,0,1
3,149,3,0,0,0,0.72,0.79,0,0,0,0,0,0,1,0,0,0,1
3,162,3,1,0,0,0.47,0.57,0,0,0,0,0,0,1,0,0,0,1
4,238,2,0,0,0,0.53,0.67,0,0,0,0,0,0,1,0,0,0,1
5,149,3,0,0,0,0.65,0.52,0,0,0,0,0,0,1,0,0,1,0
4,170,5,0,0,0,0.18,0.75,0,0,0,0,0,0,1,0,0,1,0
3,250,2,0,0,0,0.61,0.48,0,0,0,0,0,0,1,0,0,1,0
4,167,2,0,0,0,0.86,0.72,0,0,0,0,0,0,1,0,0,1,0
4,166,5,0,0,0,0.14,0.77,0,0,0,0,0,0,1,0,0,1,0
3,205,2,0,0,0,0.63,0.8,0,0,0,0,0,0,1,0,0,1,0
3,250,3,0,0,0,0.79,0.57,0,0,0,0,0,0,1,0,0,1,0
4,142,3,0,0,0,0.78,0.97,0,0,0,0,0,0,1,0,0,1,0
4,217,6,0,0,0,0.14,0.52,0,0,0,0,0,0,1,0,0,1,0
3,139,3,0,0,0,0.85,0.54,0,0,0,0,0,0,1,0,0,1,0
4,139,3,0,0,0,0.85,0.75,0,0,0,0,0,0,1,0,0,1,0
5,152,3,0,0,0,0.91,0.76,0,1,0,0,0,0,0,0,0,1,0
3,224,2,0,0,0,0.76,0.74,0,1,0,0,0,0,0,0,0,1,0
5,180,3,0,0,0,0.62,0.72,0,1,0,0,0,0,0,0,0,1,0
4,216,2,0,0,0,0.53,0.69,0,0,1,0,0,0,0,0,0,1,0
3,133,3,0,0,0,0.97,0.63,0,0,1,0,0,0,0,0,0,1,0
4,271,3,0,0,0,0.48,0.53,0,0,1,0,0,0,0,0,0,1,0
4,148,3,1,0,0,0.5,0.55,0,0,1,0,0,0,0,0,0,1,0
2,99,4,0,0,0,0.32,0.42,0,0,0,0,0,0,0,0,1,1,0
4,196,2,1,0,0,0.58,0.77,0,0,0,0,0,0,0,0,1,1,0
3,196,2,0,0,0,0.81,0.83,0,0,0,0,0,0,0,0,1,1,0
4,228,3,0,0,0,0.48,0.84,0,0,0,0,0,0,0,0,1,0,1
4,165,2,0,0,0,0.96,0.88,0,0,0,0,0,0,0,0,1,0,1
3,235,2,0,0,0,0.56,0.9,0,0,0,0,0,0,0,0,1,0,1
4,167,2,0,0,0,0.63,0.96,0,0,0,0,0,0,0,0,1,0,1
5,255,5,0,0,0,0.21,0.5,0,0,0,0,0,0,0,0,1,0,1
3,184,3,1,0,0,0.94,0.78,0,0,0,0,0,0,0,0,1,0,1
4,239,3,0,0,0,0.94,0.89,0,0,0,0,0,0,0,0,1,0,1
3,153,2,0,0,0,0.96,0.54,0,0,0,0,0,0,0,0,1,0,1
4,187,5,1,0,0,0.49,0.5,0,0,0,0,0,0,0,1,0,0,1
2,285,2,0,0,0,0.82,0.68,0,0,0,0,0,0,0,1,0,0,1
3,274,3,0,0,0,0.6,0.5,0,0,0,0,0,0,0,1,0,0,1
3,156,3,1,0,0,0.76,0.5,0,0,0,0,0,0,0,1,0,0,1
5,265,2,1,0,0,0.69,0.64,0,0,0,0,0,0,0,1,0,0,0
4,144,3,0,0,0,1.0,0.94,0,0,0,0,0,0,0,1,0,1,0
4,143,3,0,0,0,0.62,0.66,0,0,0,0,0,0,0,1,0,0,1
4,214,6,1,0,0,0.4,0.99,0,0,0,0,0,0,0,1,0,0,1
3,163,3,0,0,0,0.94,0.91,0,0,0,0,0,0,0,1,0,0,1
4,236,4,0,0,0,0.76,0.84,0,0,0,0,0,0,0,1,0,0,1
3,146,4,0,0,0,0.58,0.69,0,0,0,0,0,0,0,1,0,1,0
4,106,2,0,0,0,0.85,0.78,0,0,0,0,0,0,0,0,1,1,0
2,105,3,0,0,0,0.45,0.52,0,0,0,0,0,0,0,0,1,1,0
3,181,4,0,0,0,0.13,0.67,0,0,0,0,0,0,0,0,1,1,0
5,174,4,0,0,0,0.24,0.5,0,0,0,1,0,0,0,0,0,1,0
3,207,2,1,0,0,0.64,0.69,0,0,0,0,0,0,0,0,0,1,0
6,118,2,0,0,0,0.63,0.61,0,0,0,0,0,0,0,0,0,1,0
4,251,2,0,0,0,0.61,0.99,0,0,0,0,0,0,0,0,0,1,0
2,136,3,0,0,0,0.71,0.99,0,0,0,0,0,0,0,0,0,1,0
5,249,3,1,0,0,0.9,0.89,0,0,0,0,0,0,0,0,0,1,0
4,171,5,0,0,0,0.17,0.76,0,0,0,0,0,1,0,0,0,1,0
3,256,2,1,0,0,0.93,0.97,0,0,0,0,0,1,0,0,0,1,0
5,141,3,1,0,0,0.83,0.89,0,0,0,0,0,1,0,0,0,1,0
4,186,2,0,0,0,0.58,0.75,0,0,0,0,0,1,0,0,0,1,0
3,258,3,0,0,0,0.76,0.5,0,0,0,0,0,0,0,0,0,1,0
3,228,2,0,0,0,0.5,0.78,1,0,0,0,0,0,0,0,0,1,0
5,205,4,0,0,0,0.22,0.81,1,0,0,0,0,0,0,0,0,1,0
4,174,3,0,0,0,0.9,0.88,1,0,0,0,0,0,0,0,0,1,0
3,155,4,1,0,0,0.7,0.63,1,0,0,0,0,0,0,0,0,1,0
5,245,3,0,0,0,0.73,0.85,1,0,0,0,0,0,0,0,0,1,0
3,271,3,0,0,0,0.84,0.87,0,0,0,0,1,0,0,0,0,1,0
5,184,4,0,0,0,0.55,0.63,0,0,0,0,1,0,0,0,0,0,1
4,175,2,0,0,0,0.63,0.98,0,0,0,0,0,0,1,0,0,0,1
3,224,3,0,0,0,0.51,0.92,0,1,0,0,0,0,0,0,0,0,1
4,177,3,0,0,0,0.81,0.76,0,0,0,0,0,0,0,1,0,0,1
4,268,3,0,0,0,0.8,0.96,0,0,0,0,0,0,0,0,1,0,1
4,208,3,0,0,0,0.99,0.97,0,0,0,1,0,0,0,0,0,0,1
5,219,2,0,0,0,0.9,0.87,0,0,0,0,1,0,0,0,0,0,1
5,128,5,0,0,0,0.65,0.67,0,0,0,0,1,0,0,0,0,0,1
3,273,3,0,0,0,0.75,0.75,0,0,0,0,1,0,0,0,0,0,1
4,218,4,0,0,0,0.62,0.49,0,0,0,0,0,0,1,0,0,0,1
5,230,3,0,0,0,0.61,0.63,0,0,0,0,0,0,1,0,0,0,1
4,195,5,0,0,0,0.24,0.6,0,0,0,0,0,0,1,0,0,0,1
3,254,3,1,0,0,0.71,0.63,0,0,0,0,0,0,1,0,0,0,0
2,275,2,0,0,0,0.49,0.8,0,0,0,0,0,0,1,0,0,1,0
3,162,2,0,0,0,0.44,0.66,0,0,0,0,0,0,1,0,0,0,1
4,193,3,0,0,0,0.75,0.87,0,0,0,0,0,0,1,0,0,0,1
3,239,4,0,0,0,0.74,0.84,0,0,0,0,0,0,1,0,0,0,1
5,149,3,0,0,0,0.62,0.87,0,0,0,0,0,0,1,0,0,0,1
3,155,3,0,0,0,0.51,0.58,0,0,0,0,0,0,1,0,0,1,0
5,271,2,0,0,0,0.61,0.59,0,0,0,0,0,0,1,0,0,1,0
5,163,3,0,0,0,0.56,0.49,0,0,0,0,0,0,1,0,0,1,0
3,160,3,0,0,0,0.79,0.76,0,0,0,0,0,0,1,0,0,1,0
6,274,5,0,0,0,0.68,0.75,0,0,0,0,0,0,1,0,0,1,0
2,199,3,0,0,0,0.9,0.84,0,0,0,0,0,0,1,0,0,1,0
5,241,3,0,0,0,0.83,0.93,0,0,0,0,0,0,1,0,0,1,0
3,187,3,0,0,0,0.94,0.82,0,0,0,0,0,0,1,0,0,1,0
5,223,3,1,0,0,0.21,0.65,0,0,0,0,0,0,1,0,0,1,0
3,268,2,0,0,0,0.58,0.87,0,0,0,0,0,0,1,0,0,1,0
6,169,3,0,0,0,0.52,0.38,0,1,0,0,0,0,0,0,0,1,0
5,285,5,0,0,0,0.18,0.67,0,1,0,0,0,0,0,0,0,1,0
5,254,3,0,0,0,0.94,0.91,0,1,0,0,0,0,0,0,0,1,0
3,208,4,0,0,0,0.69,0.5,0,0,1,0,0,0,0,0,0,1,0
4,218,3,0,0,0,0.65,0.83,0,0,1,0,0,0,0,0,0,1,0
2,187,3,0,0,0,0.46,0.62,0,0,1,0,0,0,0,0,0,1,0
4,256,3,0,0,0,0.72,0.62,0,0,1,0,0,0,0,0,0,1,0
6,278,3,0,0,0,0.3,0.37,0,0,0,0,0,0,0,0,1,1,0
4,204,2,0,0,0,0.51,0.51,0,0,0,0,0,0,0,0,1,1,0
3,108,2,0,0,0,0.43,0.75,0,0,0,0,0,0,0,0,1,1,0
3,226,2,0,0,0,0.56,0.94,0,0,0,0,0,0,0,0,1,1,0
4,246,3,0,0,0,0.63,0.91,0,0,0,0,0,0,0,0,1,0,1
5,260,3,0,0,0,0.61,0.55,0,0,0,0,0,0,0,0,1,0,1
4,248,2,0,0,0,0.53,0.73,0,0,0,0,0,0,0,0,1,0,1
3,132,3,0,0,0,0.87,0.75,0,0,0,0,0,0,0,0,1,0,1
4,185,4,0,0,0,0.68,0.7,0,0,0,0,0,0,0,0,1,0,1
3,269,2,0,0,0,0.78,0.84,0,0,0,0,0,0,0,0,1,0,1
4,156,2,0,0,0,0.49,0.95,0,0,0,0,0,0,0,0,1,0,1
3,212,3,0,0,0,0.96,0.81,0,0,0,0,0,0,0,1,0,0,1
3,221,2,0,0,0,0.83,0.74,0,0,0,0,0,0,0,1,0,0,1
5,273,3,0,0,0,0.48,0.67,0,0,0,0,0,0,0,1,0,0,1
4,271,3,1,0,0,0.63,0.86,0,0,0,0,0,0,0,1,0,0,1
4,183,5,0,0,0,0.87,0.38,0,0,0,0,0,0,0,1,0,0,1
4,271,6,0,0,0,0.21,0.9,0,0,0,0,0,0,0,1,0,0,0
5,165,3,0,0,0,0.79,0.58,0,0,0,0,0,0,0,1,0,1,0
3,257,5,0,0,0,0.8,0.96,0,0,0,0,0,0,0,1,0,0,1
4,143,3,0,0,0,0.78,0.82,0,0,0,0,0,0,0,1,0,0,1
5,156,2,0,0,0,0.67,0.65,0,0,0,0,0,0,0,1,0,0,1
3,190,3,1,0,0,0.67,0.71,0,0,0,0,0,0,0,1,0,0,1
2,242,6,0,0,0,0.26,0.67,0,0,0,0,0,0,0,0,1,1,0
5,267,4,0,0,0,0.89,0.83,0,0,0,0,0,0,0,0,1,1,0
4,152,3,0,0,0,0.7,0.53,0,0,0,0,0,0,0,0,1,1,0
5,136,4,0,0,0,0.51,0.48,0,0,0,1,0,0,0,0,0,1,0
3,157,3,0,0,0,0.53,0.88,0,0,0,0,0,0,0,0,0,1,0
4,281,3,0,0,0,0.76,0.51,0,0,0,0,0,0,0,0,0,1,0
5,208,2,0,0,0,0.86,0.93,0,0,0,0,0,0,0,0,0,1,0
5,152,3,0,0,0,0.63,0.96,0,0,0,0,0,0,0,0,0,1,0
5,271,3,0,0,0,0.58,0.86,0,0,0,0,0,0,0,0,0,1,0
4,163,3,1,0,0,0.58,0.83,0,0,0,0,0,1,0,0,0,1,0
4,136,3,0,0,0,0.9,0.82,0,0,0,0,0,1,0,0,0,1,0
4,233,2,0,0,0,0.79,0.57,0,0,0,0,0,1,0,0,0,1,0
4,221,4,0,0,0,0.8,0.74,0,0,0,0,0,1,0,0,0,1,0
2,189,2,1,0,0,0.53,0.65,0,0,0,0,0,0,0,0,0,1,0
2,226,3,0,0,0,0.52,0.84,1,0,0,0,0,0,0,0,0,1,0
5,201,3,0,0,0,0.82,0.59,1,0,0,0,0,0,0,0,0,1,0
2,133,4,0,0,0,0.68,0.9,1,0,0,0,0,0,0,0,0,1,0
3,173,2,0,0,0,0.21,0.61,1,0,0,0,0,0,0,0,0,1,0
4,152,3,1,0,0,0.81,0.5,1,0,0,0,0,0,0,0,0,1,0
3,256,4,0,0,0,0.57,0.9,1,0,0,0,0,0,0,0,0,1,0
3,119,2,1,0,0,0.99,0.72,0,0,0,0,1,0,0,0,0,1,0
4,207,3,0,0,0,0.9,1.0,0,0,0,0,0,0,1,0,0,0,1
3,189,3,0,0,0,0.76,0.64,0,1,0,0,0,0,0,0,0,0,1
4,172,2,0,0,0,0.56,0.92,0,0,0,0,0,0,0,1,0,0,1
6,150,3,1,0,0,0.5,0.93,0,0,0,0,0,0,0,0,1,0,1
5,179,3,0,0,0,0.48,0.89,0,0,0,1,0,0,0,0,0,0,1
3,257,2,0,0,0,0.99,0.97,0,0,0,0,1,0,0,0,0,0,1
5,229,2,0,0,0,0.76,0.8,0,0,0,0,1,0,0,0,0,0,1
4,227,3,0,0,0,0.93,0.97,0,0,0,0,1,0,0,0,0,0,1
4,140,3,0,0,0,0.99,0.78,0,0,0,0,0,0,1,0,0,0,1
4,251,3,0,0,0,0.85,0.78,0,0,0,0,0,0,1,0,0,0,1
4,137,3,0,0,0,0.63,0.95,0,0,0,0,0,0,1,0,0,0,1
3,153,3,1,0,0,0.63,0.78,0,0,0,0,0,0,1,0,0,0,1
5,242,3,0,0,0,0.5,0.65,0,0,0,0,0,0,1,0,0,0,0
3,150,3,0,0,0,0.52,0.57,0,0,0,0,0,0,1,0,0,1,0
3,247,3,0,0,0,0.63,0.99,0,0,0,0,0,0,1,0,0,0,1
4,212,2,0,0,0,0.78,0.5,0,0,0,0,0,0,1,0,0,0,1
3,234,3,0,0,0,0.98,0.53,0,0,0,0,0,0,1,0,0,0,1
5,174,5,0,0,0,0.14,1.0,0,0,0,0,0,0,1,0,0,0,1
3,225,2,0,0,0,0.7,0.9,0,0,0,0,0,0,1,0,0,1,0
4,224,2,0,0,0,0.88,0.6,0,0,0,0,0,0,1,0,0,1,0
3,270,4,0,0,0,0.72,0.62,0,0,0,0,0,0,1,0,0,1,0
4,139,3,0,0,0,0.88,0.51,0,0,0,0,0,0,1,0,0,1,0
3,248,4,0,0,0,0.71,0.51,0,0,0,0,0,0,1,0,0,1,0
3,172,2,0,0,0,0.6,0.85,0,0,0,0,0,0,1,0,0,1,0
4,224,3,1,0,0,0.88,0.86,0,0,0,0,0,0,1,0,0,1,0
5,232,4,0,0,0,0.55,0.72,0,0,0,0,0,0,1,0,0,1,0
4,260,2,1,0,0,0.85,0.55,0,0,0,0,0,0,1,0,0,1,0
2,117,4,0,0,0,0.84,0.51,0,1,0,0,0,0,0,0,0,1,0
4,243,2,1,0,0,0.91,0.61,0,1,0,0,0,0,0,0,0,1,0
4,202,2,0,0,0,0.82,0.62,0,1,0,0,0,0,0,0,0,1,0
2,168,4,0,0,0,0.6,0.91,0,0,1,0,0,0,0,0,0,1,0
5,194,3,0,0,0,0.89,0.71,0,0,1,0,0,0,0,0,0,1,0
4,219,4,1,0,0,0.6,0.97,0,0,1,0,0,0,0,0,0,1,0
4,207,3,0,0,0,0.64,0.52,0,0,1,0,0,0,0,0,0,1,0
